input,target
9.2,324.33
-1.95,-289.295
8.05,303.96500000000003
-7.01,-324.875
-5.37,-193.855
1.56,-47.39
-1.9,4.6100000000000065
-4.49,-179.605
-6.72,-107.74999999999999
-5.57,-102.15500000000003
9.39,282.38500000000005
-19.43,-564.5550000000001
3.52,219.1
-2.36,-89.19
7.28,333.6
5.15,175.145
-27.83,-801.8749999999999
5.85,278.34499999999997
3.24,251.97000000000003
0.22,78.78999999999999
-4.69,-117.20500000000001
8.53,352.23499999999996
-4.13,-260.505
18.35,743.575
5.64,59.46999999999997
21.38,762.4599999999999
-7.86,-276.15000000000003
-17.56,-464.8499999999999
7.15,226.41500000000002
8.53,310.525
0.35,-49.405
-15.39,-665.455
-4.48,-75.97000000000001
6.18,148.44
-1.84,-100.98
-1.16,-87.91
-1.75,165.065
-9.34,-323.09000000000003
-5.33,-109.88499999999999
-14.27,-531.275
17.68,711.55
-4.75,-180.505
4.78,-94.26999999999998
-10.22,-20.52000000000004
7.95,152.66500000000002
-18.73,-420.375
9.21,374.21500000000003
-0.35,74.545
21.11,640.705
-13.07,-359.715
0.76,165.57
3.67,101.845
12.33,421.195
-4.23,-16.185000000000016
0.86,54.57000000000001
-21.42,-675.8100000000001
-8.3,-87.98000000000005
4.52,192.02999999999997
11.04,344.2
-2.82,-143.6
20.56,546.52
17.6,646.1800000000001
-0.61,96.325
-24.14,-933.3399999999999
-17.78,-583.84
-7.78,-120.80000000000003
11.16,602.81
3.1,329.59
-20.94,-524.48
-2.29,87.48500000000001
16.13,459.22499999999997
-3.75,-16.924999999999997
-7.5,-332.47
20.55,590.585
0.53,68.265
-4.79,90.695
3.5,201.55
0.17,52.565
-4.29,-127.855
12.08,256.2
11.16,420.67
8.41,241.595
-1.03,12.485
11.47,280.90500000000003
-0.5,16.880000000000003
4.67,8.735000000000014
10.34,385.76
8.09,398.71500000000003
17.9,657.3499999999999
4.51,368.935
-16.84,-461.16
-11.6,-283.26
13.5,483.24
-3.31,-168.925
3.87,353.355
-8.51,-140.695
10.01,301.025
-3.85,-187.70499999999998
14.58,522.84
-5.32,-56.51000000000002
11.18,374.78000000000003
6.74,244.18
-7.22,-219.01999999999998
10.99,354.925
-9.02,-121.60000000000002
-8.22,-90.65
7.22,90.18999999999997
-6.25,-156.735
-5.94,-281.58000000000004
-3.44,-218.49
-10.0,-226.4
10.45,254.56499999999997
6.09,-109.59499999999997
-0.69,63.474999999999994
-1.08,115.27000000000001
4.5,361.13
17.65,518.6949999999999
8.71,430.19500000000005
-5.08,-397.04
7.77,152.645
-1.19,35.605
-1.99,6.454999999999998
18.66,721.17
-4.19,-12.125000000000014
-4.79,-134.255
-19.52,-422.44000000000005
-14.02,-338.96000000000004
4.51,329.265
-6.95,-272.405
5.15,207.10500000000002
-11.15,-363.03499999999997
-7.67,-133.345
6.75,203.915
14.61,440.41499999999996
5.92,67.91
11.98,416.21
17.05,651.5749999999999
10.4,438.02
-9.18,-561.59
-1.05,-173.985
6.3,412.65999999999997
-4.15,-125.33500000000002
4.52,142.96999999999997
-15.79,-345.06499999999994
-8.29,-213.18499999999997
5.29,118.08500000000001
-22.37,-683.2650000000001
-11.08,-128.22
-0.18,-123.62999999999998
-17.19,-374.17500000000007
0.57,6.145
-8.0,-251.12
-2.92,117.22999999999999
-2.59,-123.285
1.89,161.155
-5.64,-188.32999999999998
0.9,-95.76
-6.01,-179.905
5.56,306.46999999999997
16.94,518.08
1.97,135.025
1.7,90.71
-11.64,-330.34000000000003
6.93,189.61499999999998
-7.58,-198.01
-8.09,-430.03499999999997
5.57,145.055
1.81,-105.18499999999999
11.07,384.605
14.43,495.58500000000004
-5.4,-224.31
1.28,139.17
17.6,596.3800000000001
9.67,344.295
7.13,201.325
13.06,465.61
-6.05,-59.105000000000004
6.37,148.245
14.09,368.065
16.21,633.305
-8.06,-457.67
-2.52,-318.59000000000003
3.83,-44.655
-2.89,-49.97500000000001
-3.92,-84.32000000000001
6.84,278.27
-3.53,-80.065
-17.88,-371.5999999999999
3.62,287.99
-4.24,6.5800000000000125
-7.32,-318.84000000000003
-15.66,-421.27
10.14,242.65000000000003
-22.27,-709.3050000000001
-16.99,-600.535
-2.76,-63.10999999999999
12.29,449.255
13.1,427.42
-11.55,-451.615
-1.78,-186.89
-15.1,-516.76
10.11,250.59499999999997
-14.77,-352.055
-1.43,-55.544999999999995
10.33,316.195
-2.22,-63.400000000000006
14.7,578.03
-8.7,-81.73999999999995
3.69,175.25500000000002
8.53,255.33499999999998
-1.4,117.55000000000001
13.86,486.54999999999995
5.48,145.03000000000003
-16.37,-378.225
39.59,1248.2150000000001
6.49,74.54499999999999
1.07,115.325
-13.99,-376.715
0.82,-140.65
-4.6,-335.4
6.44,230.05
3.72,201.8
18.53,646.0250000000001
1.42,-72.78999999999999
5.14,142.07
3.72,200.12
-1.48,-178.72000000000003
-1.83,-27.285000000000004
11.01,377.135
7.8,350.28
-6.29,-417.235
-11.13,-304.96500000000003
-0.67,201.375
11.61,311.98499999999996
-0.28,-20.160000000000004
17.46,647.93
-7.75,-292.685
1.42,179.01
-25.16,-693.33
-5.96,-319.19
-3.09,-64.18499999999999
5.11,29.955000000000013
17.11,637.105
0.35,-137.39499999999998
14.54,282.28999999999996
6.62,108.17999999999999
9.86,240.41999999999996
-4.66,9.360000000000014
13.85,440.595
-10.73,-278.16499999999996
4.95,278.465
-9.52,-340.14
-5.18,-195.82
-14.61,-510.35499999999996
-5.16,-58.89
3.51,290.385
-0.69,24.825000000000003
-13.48,-453.46999999999997
14.71,416.615
3.37,11.554999999999993
10.08,400.55
7.85,153.13499999999993
-6.65,-208.28500000000003
-19.45,-690.125
-9.15,-449.025
12.25,139.625
-10.54,-390.46999999999997
8.16,290.69
-6.12,-198.44
3.93,117.50500000000001
-18.24,-643.4599999999999
11.67,282.765
-0.4,-98.97
8.86,311.34999999999997
1.9,282.72
7.98,249.75
-1.02,-148.04000000000002
7.43,373.875
-15.1,-540.41
-10.81,-253.95500000000004
7.25,196.855
-0.39,16.215
-2.29,293.42499999999995
-1.8,-109.65
5.02,114.43999999999998
-5.93,-123.34499999999997
5.1,173.35999999999999
-9.16,-299.99
-4.07,-172.97500000000002
9.85,379.475
10.71,454.39500000000004
-10.97,-409.795
8.39,162.255
-10.39,-113.90500000000003
7.33,101.04499999999999
-18.99,-487.66499999999996
-11.17,-276.775
-5.09,-245.54500000000002
-1.66,45.32000000000001
14.24,344.0
9.04,186.76
15.75,361.41499999999996
12.07,471.565
-2.83,-111.245
-2.66,47.39999999999999
10.69,265.03499999999997
0.4,93.67
-1.57,112.855
-13.35,-395.77500000000003
-1.06,-124.88
-27.91,-865.515
-4.56,6.590000000000018
-9.8,-204.99000000000004
6.93,192.765
-4.79,-300.53499999999997
-3.29,-8.795000000000002
13.47,593.9250000000001
-10.49,-135.08499999999998
3.17,159.965
-18.95,-577.075
0.9,-31.159999999999997
4.1,87.78999999999999
8.6,117.32000000000002
-8.99,-40.734999999999985
3.2,114.9
3.18,355.43
-0.19,6.755
1.5,-96.08000000000001
4.64,347.67999999999995
3.98,55.40999999999998
-9.96,-327.57000000000005
-11.96,-179.92000000000002
25.06,930.2099999999999
19.2,402.98
-13.92,-404.45
4.5,48.3
6.27,265.145
7.51,430.275
1.4,10.949999999999996
-9.27,-113.41500000000002
-1.82,-128.37
-4.91,87.475
1.34,-21.69999999999999
-2.68,-108.07000000000001
-1.32,9.439999999999994
10.19,190.73499999999996
12.31,550.4150000000001
-11.81,-447.20500000000004
-4.6,-58.899999999999984
-7.91,-350.16499999999996
12.24,404.3
-0.59,0.9550000000000025
14.49,423.125
-4.78,-76.87000000000002
0.26,-83.75
-13.49,-239.255
13.03,437.655
-3.63,-369.855
-14.85,-232.365
-5.92,-115.28999999999999
-23.05,-527.665
-0.32,-7.450000000000001
1.12,-172.1
2.88,65.87
14.98,354.28
-3.01,-75.65499999999999
8.07,217.86499999999998
3.12,136.06
-1.93,-215.305
-20.77,-608.105
9.48,263.18
-5.04,-70.37
0.18,-143.73999999999998
-12.7,-409.85999999999996
2.83,272.155
1.08,-65.16999999999999
0.29,102.655
-1.35,111.875
10.49,338.935
9.66,413.48
7.26,345.57
33.21,1189.885
-6.0,-199.78
-3.8,-107.13
-10.15,-209.165
4.36,78.42000000000002
-6.87,-184.725
-26.98,-872.75
-12.13,-582.865
0.72,75.45
10.1,498.29
-15.57,-492.09499999999997
-6.12,-158.23
-1.39,-67.705
-7.29,-276.445
5.31,195.565
0.04,128.51
3.21,339.485
-7.25,-118.475
15.37,392.645
-0.0,-122.69999999999999
12.94,545.3499999999999
-4.39,-82.22499999999998
5.9,138.90000000000003
-6.79,-292.71500000000003
-9.51,-350.825
-7.04,-71.38
-0.46,3.7299999999999986
-2.19,-186.84500000000003
15.39,576.6550000000001
-11.49,-299.435
-10.9,-341.56
17.0,599.27
6.09,122.97500000000001
-18.81,-457.31499999999994
4.97,29.09499999999997
2.37,1.9449999999999932
-21.44,-771.6100000000001
-3.7,-134.51
-0.17,-60.935
7.31,206.695
9.54,311.45
0.96,104.71000000000001
10.33,349.715
-1.46,0.6600000000000001
-8.57,-80.95499999999998
-9.34,-291.52
5.43,39.78499999999997
-19.58,-482.04999999999995
6.78,410.38
-11.07,-298.905
-3.59,-5.5449999999999875
5.05,108.465
12.18,410.06
-19.41,-508.305
-8.06,-187.97000000000003
0.49,-19.025
-5.96,1.2800000000000011
8.62,300.18999999999994
-20.86,-523.21
3.62,170.99
4.26,237.3
0.49,128.275
11.02,334.49
-12.3,-271.78000000000003
11.09,574.2950000000001
-7.03,5.484999999999985
7.26,317.83000000000004
-3.24,89.90999999999998
8.14,137.46999999999997
7.8,405.14
-14.64,-419.03000000000003
-1.54,-205.66
-0.92,8.459999999999997
-2.38,45.03999999999999
-7.56,-280.17999999999995
18.51,778.2650000000001
2.09,218.665
15.55,366.76500000000004
-5.69,-52.63500000000002
-10.62,-292.71
1.32,5.090000000000003
-5.63,-183.375
23.9,704.4499999999999
2.45,-26.904999999999987
11.53,326.835
-2.24,20.94999999999999
-3.26,63.16000000000001
-0.31,156.375
3.56,71.23999999999998
8.5,267.53
-1.22,-103.15
-6.81,-84.70499999999998
-10.68,-470.56
-0.77,-139.815
5.73,131.185
4.58,184.84
-0.18,-17.6
-6.0,-159.69
1.47,69.58500000000001
5.72,217.78999999999996
-0.37,-94.735
1.12,20.220000000000006
-1.51,31.705
9.15,327.09499999999997
-4.38,-4.260000000000005
1.86,2.1099999999999994
3.94,230.8
7.26,388.09000000000003
14.96,462.02000000000004
6.75,252.465
5.99,225.215
-14.7,-374.78
6.06,243.61999999999998
22.94,866.6200000000001
-8.3,-181.81000000000003
-10.2,-204.64999999999998
-2.15,-12.425000000000004
10.21,227.22500000000002
5.25,223.465
-4.77,-148.48499999999999
-0.36,-54.489999999999995
10.37,246.84499999999997
6.73,218.22500000000002
24.29,700.095
10.06,530.8000000000001
3.54,287.65
6.15,180.88500000000002
-3.49,-15.525000000000006
-9.78,-162.58999999999997
1.72,55.18000000000001
4.91,354.575
-13.95,-313.265
-5.22,-149.37999999999997
-3.69,-272.475
2.66,4.530000000000015
-2.6,-27.429999999999996
4.45,111.895
0.98,47.81
10.6,264.57
-17.11,-477.165
16.57,479.555
14.18,297.22
0.5,1.0900000000000034
6.5,161.05
6.07,49.96500000000003
-7.37,-62.465
1.65,62.71499999999999
7.78,224.60000000000002
3.1,189.59
10.51,332.295
0.95,125.705
0.81,-103.365
-7.68,-317.90999999999997
-3.65,-36.805
-4.6,28.890000000000015
17.05,543.025
2.41,115.14500000000001
-9.99,-367.03499999999997
3.99,138.70499999999998
-1.92,-109.44999999999999
-30.54,-927.49
4.8,238.63
-15.53,-653.545
5.78,217.59000000000003
-9.61,-353.55499999999995
-14.58,-489.35
4.94,284.49
-14.94,-406.12999999999994
-4.47,-22.97499999999998
2.04,-94.16
6.12,165.64
7.45,201.855
-0.36,-49.92
-8.32,-189.74
19.24,696.41
-6.06,-275.51
18.04,473.95000000000005
-4.53,-243.365
11.61,488.86499999999995
10.7,294.88
-10.46,-309.17
3.55,95.05499999999998
7.55,153.905
7.01,271.135
-1.99,-2.395000000000003
3.02,206.24
-3.95,-123.01500000000001
-11.72,-367.17
9.84,261.57
-5.6,-1.9899999999999807
13.8,541.6600000000001
6.02,199.57
-8.93,-187.465
-1.61,-87.685
-2.86,138.22
-8.71,-304.81500000000005
5.01,134.835
-4.79,-163.195
16.32,687.88
8.61,297.36499999999995
-8.8,-139.96000000000004
-0.19,3.1950000000000003
-2.27,-170.535
-15.65,-379.775
9.31,241.30500000000004
9.5,177.9
9.26,260.82
-4.57,-56.21500000000002
10.69,522.4749999999999
-2.1,-182.8
9.35,85.26500000000001
18.13,665.9849999999999
1.4,92.71
-14.19,-469.145
-3.17,-34.845
6.41,288.445
12.2,583.31
-11.34,-338.9
-1.91,89.72500000000001
2.33,45.885
4.35,101.70499999999998
9.1,339.93
-9.48,-380.64
-4.23,-239.215
10.08,423.76
3.92,-56.75
4.48,167.97000000000003
11.25,330.655
1.04,14.420000000000002
5.28,47.81000000000003
-3.15,-279.665
-13.45,-456.31499999999994
-12.95,-491.49499999999995
0.74,0.030000000000001137
-2.0,-32.2
-6.55,-253.955
3.18,9.740000000000009
-8.9,-222.45
1.11,-22.325000000000003
-0.2,-82.05000000000001
-8.4,-266.12
-22.98,-652.34
14.57,675.255
3.17,278.045
-26.64,-918.86
-4.26,-242.35
3.94,146.64000000000001
-2.28,6.160000000000011
5.8,183.73000000000002
-9.73,-59.535
1.75,191.08499999999998
-0.53,167.845
-1.83,-77.605
-2.21,-137.095
2.0,-26.03
9.33,293.185
-5.3,-267.48
-4.07,-167.51500000000001
1.61,26.025000000000006
-1.2,77.83000000000001
3.86,90.44
7.18,98.27999999999997
12.91,369.005
-1.16,3.480000000000004
-22.77,-618.395
-0.7,-93.52
3.54,192.70999999999998
-1.87,101.64500000000001
